	time [s]	amplitude [m]
204	0.20400000000000001	7.077595872960579
205	0.20500000000000002	1.22147174201788
206	0.20600000000000002	-0.4839451698182091
207	0.20700000000000002	6.406801680552825
208	0.20800000000000002	5.680456279441318
209	0.209	4.0204757326492535
210	0.21	3.623819545687929
211	0.211	-3.890184934690219
212	0.212	2.440701091378476
213	0.213	-2.261763494780552
214	0.214	1.691836327846158
215	0.215	-2.2826616138415243
216	0.216	7.5555040949712104
217	0.217	5.782391872756337
218	0.218	-1.2893981664436311
219	0.219	4.192692014631591
220	0.22	-2.812289107320068
221	0.221	7.148399141855458
222	0.222	1.3255095445119465
223	0.223	-0.5839965009007708
224	0.224	-1.9746659907139152
225	0.225	-1.3194018381575057
226	0.226	-3.5464806281111567
227	0.227	-1.1949877789623393
228	0.228	2.3460011684244155
229	0.229	4.653571770428537
230	0.23	3.209690447005855
231	0.231	1.4666475136270134
232	0.232	-0.2090325371906674
233	0.233	9.066821468422429
234	0.234	-3.3961110347287558
235	0.23500000000000001	-3.753109289892361
236	0.23600000000000002	3.390556573427377
237	0.23700000000000002	0.7585945245430783
238	0.23800000000000002	-4.822196186471878
239	0.23900000000000002	0.6070601550437151
240	0.24	-9.194587133676965
241	0.241	7.758070037967615
242	0.242	6.758036931003639
243	0.243	3.3732322931528973
244	0.244	-1.5114598735598803
245	0.245	4.409342844683999
246	0.246	3.567315682452397
247	0.247	-5.315769608213932
248	0.248	2.6358390095634188
249	0.249	-5.584611896386368
250	0.25	3.4412704980145805
251	0.251	-0.24604594023318582
252	0.252	2.1035007809464226
253	0.253	5.381766201449849
254	0.254	9.1299775094933
255	0.255	-3.4511139225967042
256	0.256	-10.431990837691687
257	0.257	0.8092657824195512
258	0.258	-6.652229254110787
259	0.259	-5.1726672291730225
260	0.26	-6.718030749123781
261	0.261	6.003258076423984
262	0.262	-3.6405260886184867
263	0.263	2.780476968313584
264	0.264	-4.503405053515071
265	0.265	-0.6451892281073717
266	0.266	-3.490384964081626
267	0.267	0.2361184736382262
268	0.268	-2.750923124688848
269	0.269	-2.1178429551732445
270	0.27	2.3933856950235985
271	0.271	-4.237682828340854
272	0.272	1.7818269492679166
273	0.273	-1.2031832931675783
274	0.274	-3.4857218125032516
275	0.275	4.0244147438595705
276	0.276	4.147490339358417
277	0.277	6.064139741748246
278	0.278	3.2596140632125143
279	0.279	1.45485698564754
280	0.28	-0.11828781551025047
281	0.281	6.6485586483842365
282	0.28200000000000003	5.644110763558678
283	0.28300000000000003	2.341495374465699
284	0.28400000000000003	3.363890849526198
285	0.28500000000000003	6.350666178654664
286	0.28600000000000003	5.862186211589077
287	0.28700000000000003	1.6342079514097239
288	0.28800000000000003	-5.805729826564307
289	0.289	1.7033139611013999
290	0.29	2.638532311392744
291	0.291	-4.927877603279653
292	0.292	-2.163570433761766
293	0.293	4.412188702660226
294	0.294	-2.411446846112437
295	0.295	-8.067960601475113
296	0.296	-7.551423042653205
297	0.297	-9.02003139386298
298	0.298	1.9648407992349828
299	0.299	3.8393884237760396
300	0.3	3.051179369891691
301	0.301	6.090764450657461
302	0.302	5.826763887278091
303	0.303	0.4349380551328528
304	0.304	9.58031768308676
305	0.305	3.55329730837947
306	0.306	1.2769453624015248
307	0.307	-7.742235488423237
308	0.308	0.7968492105292934
309	0.309	2.749638469264231
310	0.31	2.347790219743812
311	0.311	-2.2552770139036875
312	0.312	1.1662637306522134
313	0.313	-1.9367324181251993
314	0.314	0.6845772171997887
315	0.315	6.487098167616287
316	0.316	-0.013277502411873199
317	0.317	1.6236714207053367
318	0.318	3.5259848546376613
319	0.319	-1.2861048442282845
320	0.32	3.021421523820374
321	0.321	-3.0586728992283985
322	0.322	3.047661377319883
323	0.323	-0.7171595674189072
324	0.324	-2.8211962142525415
325	0.325	5.982837785080094
326	0.326	-0.7144823388659963
327	0.327	-0.8314426259078183
328	0.328	3.9838163242087266
329	0.329	-2.1364687724490343
330	0.33	2.635951345225429
331	0.331	4.743470070698735
332	0.332	3.6171304920988865
333	0.333	4.351108299541237
334	0.334	1.5142113071028853
335	0.335	-0.9539411417316694
336	0.336	1.1430366823393985
337	0.337	9.728935588018572
338	0.338	-2.1500118361810374
339	0.339	1.6469068115443277
340	0.34	2.404743303654451
341	0.341	0.27172438696001544
342	0.342	8.379065571348045
343	0.343	13.877709109950159
344	0.34400000000000003	3.3157763939997995
345	0.34500000000000003	4.152658170262828
346	0.34600000000000003	-2.2357760118810237
347	0.34700000000000003	2.3991780541654495
348	0.34800000000000003	3.156411439368479
349	0.34900000000000003	0.08798547012715918
350	0.35000000000000003	0.23162551355728977
351	0.35100000000000003	8.462252189197551
352	0.352	-4.918623856250177
353	0.353	-0.22169163937958125
354	0.354	7.236276961191052
355	0.355	11.317263869108565
356	0.356	9.510364570924306
357	0.357	2.6347329845040384
358	0.358	-1.8236239552542748
359	0.359	3.734501156696361
360	0.36	-0.6765833733183654
361	0.361	3.9831667803976756
362	0.362	-0.3701729384059234
363	0.363	3.9462437674539386
364	0.364	-2.9437382323718317
365	0.365	0.7339695178247038
366	0.366	7.6475184942652845
367	0.367	-7.990994188252054
368	0.368	7.940305244369738
369	0.369	-1.4910095680115705
370	0.37	-3.115340107729734
371	0.371	6.4578580348604095
372	0.372	0.16409613641732634
373	0.373	-0.1528141744927467
374	0.374	-3.638726739354557
375	0.375	-4.885352442611819
376	0.376	0.0166884153590956
377	0.377	0.7691411187808742
378	0.378	6.888937911964425
379	0.379	-1.2651970130459258
380	0.38	-2.4853444452719162
381	0.381	-1.0691047090063401
382	0.382	1.8048814585812563
383	0.383	2.2078524943427738
384	0.384	0.47290444460490455
385	0.385	-5.764297095398723
386	0.386	0.07352588976502006
387	0.387	-1.5281407392716408
388	0.388	2.7731805724586143
389	0.389	5.652845622490684
390	0.39	0.4316407136532553
391	0.391	-10.790626548420448
392	0.392	4.209146708474636
393	0.393	-3.431464216674208
394	0.394	-5.191596166129767
395	0.395	-4.101137383208296
396	0.396	0.8795574456942912
397	0.397	-1.5396388515383308
398	0.398	-1.7922282906051086
399	0.399	3.5666619259071712
400	0.4	-2.1716488729687997
401	0.401	2.6139442568181828
402	0.402	0.36307430371956484
403	0.403	3.136576089972563
404	0.404	-3.8571272411384663
405	0.405	0.2770636146242782
406	0.406	-1.9268596517951093
407	0.40700000000000003	6.541913058561349
408	0.40800000000000003	4.706798729512501
409	0.40900000000000003	1.8319133443741253
410	0.41000000000000003	-1.9089814154091154
411	0.41100000000000003	-4.325835628489218
412	0.41200000000000003	2.8352510277621925
413	0.41300000000000003	4.012541154116337
414	0.41400000000000003	11.547687537514015
415	0.41500000000000004	-4.373667590834538
416	0.41600000000000004	2.3084180793502482
417	0.417	6.377753526896253
418	0.418	1.0115031470650657
419	0.419	-3.4421783137932795
420	0.42	7.5331429395740495
421	0.421	-5.774029573179397
422	0.422	0.030719165603749987
423	0.423	4.510871381557872
424	0.424	1.7638578939233138
425	0.425	8.175819132719402
426	0.426	2.281447467813698
427	0.427	1.3182502051675327
428	0.428	3.415234279775499
429	0.429	-6.159584229241296
430	0.43	-5.660335473404819
431	0.431	-2.376119602564643
432	0.432	4.472152197948148
433	0.433	3.0731765606864263
434	0.434	0.5225051923400941
435	0.435	2.635603656268189
436	0.436	-1.1940147024710706
437	0.437	5.491102926106318
438	0.438	-1.292087267067403
439	0.439	-3.319445355241373
440	0.44	-0.2134482248530185
441	0.441	7.542102156990752
442	0.442	-3.775524440307935
443	0.443	0.7389352448089124
444	0.444	2.4552763866894596
445	0.445	8.113066434038336
446	0.446	-3.441542418225565
447	0.447	2.2449771475462237
448	0.448	-3.713471093587585
449	0.449	2.5577220843692885
450	0.45	-1.6888566532236653
451	0.451	-1.5283942085708468
452	0.452	-9.11095241602115
453	0.453	1.0602223018071784
454	0.454	1.5696322859771077
455	0.455	0.10552810409543711
456	0.456	9.640757560782127
457	0.457	5.142008942479059
458	0.458	-5.042939820899706
459	0.459	-2.422479864641743
460	0.46	-3.4907152149837644
461	0.461	-4.991605547385276
462	0.462	0.16748637238627206
463	0.463	-4.416840982363247
464	0.464	-2.1865776381945015
465	0.465	-1.5599585037944657
466	0.466	-2.5701732276034543
467	0.467	5.70106794730929
468	0.468	-3.6058037451596423
469	0.46900000000000003	0.2243764888066872
470	0.47000000000000003	3.1762973119203903
471	0.47100000000000003	5.1714154282524305
472	0.47200000000000003	5.8475410992069445
473	0.47300000000000003	-3.1096482394302374
474	0.47400000000000003	6.726519682806606
475	0.47500000000000003	-0.7485666968558284
476	0.47600000000000003	1.5097766809844855
477	0.47700000000000004	-6.145421270127496
478	0.47800000000000004	-2.3584205389513615
479	0.47900000000000004	-1.329315785144366
480	0.48	1.4007790521165913
481	0.481	-5.779941433620963
482	0.482	5.843317100846074
483	0.483	5.9123681828116315
484	0.484	0.9068236566194414
485	0.485	-9.84482118488868
486	0.486	0.8883038840385951
487	0.487	1.5584411136142533
488	0.488	-7.562066608518812
489	0.489	-0.5586406529449712
490	0.49	4.464793503157243
491	0.491	-5.848412765718934
492	0.492	3.3139559560987006
493	0.493	-2.0818340807979543
494	0.494	-6.24509171444447
495	0.495	2.5152806804445094
496	0.496	-2.991933555453616
497	0.497	-3.4513016364137457
498	0.498	4.092132698026977
499	0.499	-1.0588745679818863
500	0.5	-1.577700714734911
501	0.501	-1.4179587267294496
502	0.502	-5.531344237853421
503	0.503	2.6900037762890445
504	0.504	6.930344067275609
505	0.505	4.424558179457488
506	0.506	3.998608319752984
507	0.507	-4.030646395813872
508	0.508	2.1227486785171013
509	0.509	6.208737571032702
510	0.51	2.086622511014493
511	0.511	4.9407968372569755
512	0.512	-0.30835995017103457
513	0.513	6.924010136622622
514	0.514	2.1303332685558525
515	0.515	-3.578141112076176
516	0.516	5.15347022760823
517	0.517	1.356188805179178
518	0.518	2.7440937645079257
519	0.519	4.5104315037078715
520	0.52	2.083897384382637
521	0.521	-1.7546390392532114
522	0.522	4.218010782331533
523	0.523	-3.0046046521531684
524	0.524	-1.0466627363061372
525	0.525	-4.234139932682045
526	0.526	-2.5876669297625297
527	0.527	4.124018773668579
528	0.528	3.8203226376699417
529	0.529	5.7162223002998
530	0.53	9.764908036964671
531	0.531	0.8932733772029553
532	0.532	3.923511430733326
533	0.533	6.48886877328534
534	0.534	0.9405380913952092
535	0.535	5.993040587381902
536	0.536	-0.655110583399781
537	0.537	7.15485208048149
538	0.538	7.967596748399613
539	0.539	1.6468514177471594
540	0.54	10.238750218206214
541	0.541	0.02051462685116512
542	0.542	1.8383330314704818
543	0.543	1.0215018099481181
544	0.544	1.1232320646440628
545	0.545	6.802108319188129
546	0.546	6.4706906622506555
547	0.547	3.1085273892976337
548	0.548	4.186226874917382
549	0.549	4.9581425593842585
550	0.55	4.829743530298785
551	0.551	4.455294463733611
552	0.552	-0.731451263365094
553	0.553	-8.46136684432122
554	0.554	2.444820759876668
555	0.555	-0.7511896488538965
556	0.556	-2.441256215065734
557	0.557	-1.6343502119172437
558	0.558	2.0347971237884077
559	0.559	-0.03858690320504829
560	0.56	1.1078299936177398
561	0.561	-2.03802045970733
562	0.562	2.3131796568120095
563	0.5630000000000001	2.6950380526860163
564	0.5640000000000001	4.20650029978243
565	0.5650000000000001	-1.593454939504104
566	0.5660000000000001	-6.1243844928223945
567	0.5670000000000001	0.5727091390445732
568	0.5680000000000001	4.0986851521059435
569	0.5690000000000001	-2.412864540857907
570	0.5700000000000001	-2.9994675222888856
571	0.5710000000000001	-2.3214702271722842
572	0.5720000000000001	-0.0804783037632606
573	0.5730000000000001	6.075360050830156
574	0.5740000000000001	-3.589698849672025
575	0.5750000000000001	-1.2262736265218699
576	0.5760000000000001	1.7811510252838727
577	0.577	1.8835420635468443
578	0.578	0.6526034538743122
579	0.579	-6.802266722300782
580	0.58	-1.464780302899746
581	0.581	1.9735621928456086
582	0.582	-1.8402073419350564
583	0.583	5.802788170189364
584	0.584	-11.161214802993017
585	0.585	-3.376279123169874
586	0.586	-0.6622349330713799
587	0.587	1.5106844257318022
588	0.588	4.269006554971249
589	0.589	6.616651029964025
590	0.59	5.460424725338432
591	0.591	0.8626024751901743
592	0.592	-1.1180084410701376
593	0.593	2.3450728957449556
594	0.594	0.3718124543205382
595	0.595	0.7822701356128573
596	0.596	-11.523319865799158
597	0.597	10.214827157061702
598	0.598	10.742944666310688
599	0.599	1.6406510083202486
600	0.6	1.8186894479458413
601	0.601	-5.011785432303216
602	0.602	1.4243945242995257
603	0.603	1.157833465175697
604	0.604	-2.4264082703032264
605	0.605	7.206202811425917
606	0.606	3.5827414904003905
607	0.607	6.743591204971763
608	0.608	4.408680487838399
609	0.609	-0.7028014132793725
610	0.61	6.240989552514269
611	0.611	-4.537431856465826
612	0.612	4.659489698626675
613	0.613	-0.36293717960856897
614	0.614	2.935586436093391
615	0.615	2.1461090512962993
616	0.616	-2.2809784707389813
617	0.617	-1.2812845129223491
618	0.618	6.2301304915839335
619	0.619	3.8458388085418633
620	0.62	0.4213164411257665
621	0.621	-1.2873328658428305
622	0.622	-3.975115007837921
623	0.623	5.508736538990572
624	0.624	2.371590666873426
625	0.625	0.5627460968827427
626	0.626	3.3290608127109307
627	0.627	3.739961966865101
628	0.628	3.5002379601948306
629	0.629	2.648214345542492
630	0.63	-1.305753551254412
631	0.631	2.7428725840177037
632	0.632	9.841800495217106
633	0.633	2.7641619528929704
634	0.634	0.03757688899045464
635	0.635	9.372331010395015
636	0.636	3.8739692888991977
637	0.637	-0.828738750309264
638	0.638	0.2940154684286853
639	0.639	1.7331898899925857
640	0.64	-0.14614181473438737
641	0.641	9.684426599487086
642	0.642	-2.5833842033832397
643	0.643	-0.7902689946550789
644	0.644	-2.258126082425421
645	0.645	6.100191794978373
646	0.646	1.3144602295539778
647	0.647	-0.973584645484205
648	0.648	0.34698545470887804
649	0.649	-2.647135178821924
650	0.65	-6.987285736155933
651	0.651	-0.06699339377216426
652	0.652	-7.144703432203282
653	0.653	-1.8896665635142127
654	0.654	2.4181248123066945
655	0.655	-0.0064313543093237335
656	0.656	0.6828674088346212
657	0.657	-4.548911927517433
658	0.658	-0.8367765247009398
659	0.659	-6.1901390072330065
660	0.66	-3.286008934509679
661	0.661	1.1225019974972603
662	0.662	5.577028130335463
663	0.663	0.2954805041961013
664	0.664	2.539624114929928
665	0.665	3.3849395514978924
666	0.666	-0.05772484458459882
667	0.667	-2.0458361921067016
668	0.668	1.1269803408666328
669	0.669	6.250979016409269
670	0.67	-4.864195238748538
671	0.671	-2.0900339694312056
672	0.672	-6.378984943309421
673	0.673	-2.0922060550910144
674	0.674	5.22712860194806
675	0.675	0.2081227681739164
676	0.676	6.318674851588118
677	0.677	3.3582209074598453
678	0.678	-4.2906134427875315
679	0.679	-3.2135006929750456
680	0.68	3.61144753807229
681	0.681	1.0669311010853966
682	0.682	3.70189328172827
683	0.683	-0.9154233960823668
684	0.684	3.9367108501784855
685	0.685	3.802233460618286
686	0.686	-1.7550923276971995
687	0.687	-3.3664198990823895
688	0.6880000000000001	-5.748433419356732
689	0.6890000000000001	0.6264432673522613
690	0.6900000000000001	-0.4721453135709566
691	0.6910000000000001	-0.9335096060044517
692	0.6920000000000001	2.4941433907939006
693	0.6930000000000001	0.3528962852799638
694	0.6940000000000001	-1.8575540229447607
695	0.6950000000000001	0.639623126748433
696	0.6960000000000001	0.28340598848881093
697	0.6970000000000001	-1.153822883883032
698	0.6980000000000001	6.348174163788808
699	0.6990000000000001	4.7904182795391295
700	0.7000000000000001	1.7660565171652498
701	0.7010000000000001	-2.7186585537499175
702	0.7020000000000001	-1.960319619087017
703	0.7030000000000001	4.329127549558926
704	0.704	11.041115462602205
705	0.705	-1.7273185394115012
706	0.706	3.5210452251032773
707	0.707	7.612002480575778
708	0.708	7.963642755185939
709	0.709	1.9561478695137664
710	0.71	10.413275968501402
711	0.711	-4.116340716358561
712	0.712	-2.666320562747318
713	0.713	1.0665635957816089
714	0.714	-1.5188554690619016
715	0.715	1.4248886760706434
716	0.716	6.21428923543522
717	0.717	2.8458276530846223
718	0.718	-0.17943008018909212
719	0.719	-1.8316346979551121
720	0.72	-0.4787070336225362
721	0.721	-2.4719139624900137
722	0.722	3.1608940099973992
723	0.723	-4.343269984272851
724	0.724	-1.9599213309986578
725	0.725	-2.609646578797506
726	0.726	1.9573880517042848
727	0.727	2.186566555376652
728	0.728	-0.48467239754042746
729	0.729	-4.130825253776721
730	0.73	1.3732411387623529
731	0.731	3.338840329697846
732	0.732	1.720976958835537
733	0.733	-3.4537298368346283
734	0.734	-0.3846397580324368
735	0.735	-3.7769022194655757
736	0.736	1.4900324882270293
737	0.737	2.3493767697606938
738	0.738	6.615292288376884
739	0.739	2.1011888675592076
740	0.74	0.9627457255067
741	0.741	3.288953547240958
742	0.742	8.69998991812896
743	0.743	5.248916581016394
744	0.744	3.684454189515733
745	0.745	-0.07849553073568405
746	0.746	0.42548115005666065
747	0.747	6.194192413511094
748	0.748	3.715347729996653
749	0.749	8.260279629191642
750	0.75	1.900593537030344
751	0.751	-0.5879902083594319
752	0.752	-0.8340394252710757
753	0.753	-2.5181319682193894
754	0.754	-0.5981428038498203
755	0.755	3.5101293947696957
756	0.756	-0.3480291938609243
757	0.757	-2.4683084349809614
758	0.758	1.7497424800566623
759	0.759	2.9835537356032518
760	0.76	-0.7156397088619326
761	0.761	-3.866671360258365
762	0.762	2.5385658020626143
763	0.763	1.9451125479129463
764	0.764	0.4763286440884922
765	0.765	1.7983940699575212
766	0.766	3.8800876062214074
767	0.767	-2.5935840400063874
768	0.768	3.5619793230048273
769	0.769	-3.8804724352558706
770	0.77	4.69605359066378
771	0.771	-8.541028028471281
772	0.772	-2.8058318079567517
773	0.773	5.01557732562262
774	0.774	0.5317256780842579
775	0.775	3.641145480856978
776	0.776	1.083113304490135
777	0.777	-1.5383993002695837
778	0.778	1.215122863081873
779	0.779	-1.3012131572023173
780	0.78	-5.655871183256465
781	0.781	-5.476877415588858
782	0.782	-3.8368576750340866
783	0.783	2.965657057775408
784	0.784	-1.2765124780138715
785	0.785	-4.495722443188758
786	0.786	-0.14926403296297064
787	0.787	-1.5991852953533263
788	0.788	6.204779114963718
789	0.789	4.306798039548022
790	0.79	-1.3465338409236953
791	0.791	3.7389106247636383
792	0.792	-4.625100554154723
793	0.793	5.850729256218966
794	0.794	0.6752229941715937
795	0.795	5.190610630708747
796	0.796	0.29732935887815304
797	0.797	0.3636480876428173
798	0.798	-5.250924823295595
799	0.799	-4.591473504924021
800	0.8	2.859215811183428
801	0.801	2.2251545593041553
802	0.802	-4.373911200305844
803	0.803	-4.41472779372746
804	0.804	-6.33658452546106
805	0.805	-1.6324524626930303
806	0.806	8.121644027369431
807	0.807	-3.297296768854359
808	0.808	-0.23959862002366084
809	0.809	-0.2615965928172872
810	0.81	5.176440240745652
811	0.811	7.116298688280181
812	0.812	-2.1257858112205374
813	0.8130000000000001	7.872341724800323
814	0.8140000000000001	-5.186967280850316
815	0.8150000000000001	4.665881440851712
816	0.8160000000000001	2.9412337420432166
817	0.8170000000000001	-0.11062096205371308
818	0.8180000000000001	1.2386223724830225
819	0.8190000000000001	5.496764082245884
820	0.8200000000000001	3.0966418025811597
821	0.8210000000000001	3.276056848019053
822	0.8220000000000001	6.794221224361891
823	0.8230000000000001	-5.081129466688732
824	0.8240000000000001	-0.5701296192974694
825	0.8250000000000001	5.628972253398894
826	0.8260000000000001	-2.118215773162884
827	0.8270000000000001	4.36818784468144
828	0.8280000000000001	2.79578376443837
829	0.8290000000000001	-1.3781993478661367
830	0.8300000000000001	4.171676403963475
831	0.8310000000000001	4.5699024274311535
832	0.8320000000000001	0.3560426454801189
833	0.833	-0.7982373108584662
834	0.834	-5.936369237465805
835	0.835	5.264951190737756
836	0.836	1.9185805817006902
837	0.837	1.765849850682191
838	0.838	11.684993856836854
839	0.839	-1.159784435436253
840	0.84	-2.5562795775573512
841	0.841	8.071737978193251
842	0.842	2.9283341887172503
843	0.843	9.54712778732935
844	0.844	4.406641981326018
845	0.845	-4.7792340934824225
846	0.846	0.7085880755776559
847	0.847	6.647790642555076
848	0.848	3.080517047426809
849	0.849	0.4239726864172203
850	0.85	1.8478029661050392
851	0.851	2.9316713291732883
852	0.852	1.3923394688331272
853	0.853	4.8664686008839375
854	0.854	2.947709985760343
855	0.855	0.4257267166374281
856	0.856	5.227727895220589
857	0.857	-5.292227888590911
858	0.858	1.4835000063140495
859	0.859	-1.5122363227967734
860	0.86	-7.9789433513564925
861	0.861	4.842836158032373
862	0.862	-3.92576854061378
863	0.863	-2.3583505906773974
864	0.864	-0.7333779673930402
865	0.865	7.272517206284634
866	0.866	-2.291817339871828
867	0.867	-6.50997160760315
868	0.868	-1.041554036484233
869	0.869	5.24706908255426
870	0.87	2.774165868327139
871	0.871	1.224646337148929
872	0.872	2.1583872416892707
873	0.873	1.3143702529002546
874	0.874	2.4097365370553243
875	0.875	1.2531304334153825
876	0.876	7.533771965295571
877	0.877	2.8640072666898786
878	0.878	6.302324018619437
879	0.879	-2.2604786086129867
880	0.88	3.777722384079635
881	0.881	0.11313742514969338
882	0.882	7.240915792266547
883	0.883	-0.6057494762648606
884	0.884	5.776793230792496
885	0.885	-3.2749374996469105
886	0.886	0.43393117205512255
887	0.887	4.999795663434005
888	0.888	0.8503388485023646
889	0.889	2.591038606757344
890	0.89	3.1684297141466633
891	0.891	2.8364797949450056
892	0.892	-2.0153835204557162
